name	taxonomy_id	taxonomy_lvl	FMD_002_num	FMD_002_frac	FMD_003_num	FMD_003_frac	FMD_004_num	FMD_004_frac	FMD_006_num	FMD_006_frac	FMD_007_num	FMD_007_frac	FMD_008_num	FMD_008_frac	FMD_009_num	FMD_009_frac	FMD_012_num	FMD_012_frac	FMD_013_num	FMD_013_frac	FMD_014_num	FMD_014_frac	FMD_015_num	FMD_015_frac	FMD_017_num	FMD_017_frac	FMD_021_num	FMD_021_frac	FMD_023_num	FMD_023_frac	FMD_024_num	FMD_024_frac	FMD_025_num	FMD_025_frac	FMD_026_num	FMD_026_frac	FMD_027_num	FMD_027_frac	FMD_028_num	FMD_028_frac	FMD_029_num	FMD_029_frac	FMD_032_num	FMD_032_frac	FMD_033_num	FMD_033_frac	FMD_034_num	FMD_034_frac	FMD_035_num	FMD_035_frac	FMD_037_num	FMD_037_frac	FMD_038_num	FMD_038_frac	FMD_039_040_num	FMD_039_040_frac	FMD_043_044_num	FMD_043_044_frac	FMD_050_num	FMD_050_frac	FMD_051_num	FMD_051_frac	FMD_052_num	FMD_052_frac	FMD_058_num	FMD_058_frac	FMD_059_num	FMD_059_frac	NC1_num	NC1_frac	NC2_num	NC2_frac	NC3_num	NC3_frac	NC4_num	NC4_frac
Pseudoalteromonas sp. Xi13	2490635	S	0	0.00000	30	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00000	27	0.00000	0	0.00000	0	0.00000	0	0.00000	28	0.00000	0	0.00000	0	0.00000	0	0.00000	27	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Haloarcula sp. CBA1115	1592728	S	0	0.00000	186	0.00001	0	0.00000	0	0.00000	0	0.00000	178	0.00001	174	0.00001	222	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	348	0.00005	95	0.00001	68	0.00039	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	264	0.00003	0	0.00000	0	0.00000	0	0.00000	21	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	74	0.00002	0	0.00000	49	0.00001	0	0.00000	0	0.00000	0	0.00000
Ehrlichia canis	944	S	0	0.00000	16	0.00000	18	0.00000	25	0.00000	16	0.00000	14	0.00000	30	0.00000	27	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	30	0.00000	15	0.00000	0	0.00000	13	0.00001	0	0.00000	0	0.00000	10	0.00001	47	0.00003	44	0.00001	24	0.00001	0	0.00000	42	0.00001	14	0.00000	0	0.00000	23	0.00001	0	0.00000	24	0.00002	0	0.00000	23	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pyruvatibacter mobilis	1712261	S	98	0.00003	424	0.00003	96	0.00002	465	0.00004	153	0.00003	571	0.00004	344	0.00003	335	0.00004	28	0.00003	10	0.00001	627	0.00006	20	0.00004	110	0.00005	0	0.00000	266	0.00004	342	0.00002	26	0.00015	58	0.00004	25	0.00004	37	0.00002	18	0.00002	23	0.00002	170	0.00002	69	0.00002	64	0.00003	163	0.00002	169	0.00003	52	0.00003	64	0.00002	51	0.00003	63	0.00004	125	0.00004	55	0.00003	105	0.00002	0	0.00000	0	0.00000	0	0.00000
Xanthomonas oryzae	347	S	98	0.00003	4878	0.00037	280	0.00007	695	0.00006	277	0.00005	781	0.00006	1717	0.00014	377	0.00005	65	0.00006	27	0.00002	6084	0.00056	39	0.00007	160	0.00007	51	0.00017	209	0.00003	1826	0.00011	0	0.00000	85	0.00006	37	0.00005	92	0.00006	429	0.00057	42	0.00003	355	0.00005	120	0.00004	95	0.00004	175	0.00002	268	0.00005	82	0.00004	143	0.00005	78	0.00005	1009	0.00064	184	0.00006	114	0.00007	11	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacillus sp. HNA3	2585772	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3991	0.00083	0	0.00000	0	0.00000	0	0.00000
Abyssicoccus albus	1817405	S	75	0.00002	149	0.00001	17754	0.00445	115	0.00001	46	0.00001	270	0.00002	165	0.00001	169	0.00002	48	0.00004	15	0.00001	92	0.00001	155	0.00028	27	0.00001	0	0.00000	221	0.00003	70	0.00000	0	0.00000	0	0.00000	14	0.00002	64	0.00004	0	0.00000	0	0.00000	212	0.00003	36	0.00001	22	0.00001	72	0.00001	127	0.00002	20	0.00001	15176	0.00535	0	0.00000	12	0.00001	13	0.00000	19	0.00001	51	0.00001	42	0.00003	129	0.00043	20	0.00028
Bacillus cellulosilyticus	1413	S	34	0.00001	45	0.00000	79	0.00002	46	0.00000	19	0.00000	59	0.00000	84	0.00001	60	0.00001	0	0.00000	0	0.00000	51	0.00000	0	0.00000	10	0.00000	0	0.00000	115	0.00002	51	0.00000	0	0.00000	0	0.00000	10	0.00001	19	0.00001	23	0.00003	28	0.00002	62	0.00001	29	0.00001	19	0.00001	64	0.00001	42	0.00001	0	0.00000	49	0.00002	11	0.00001	25	0.00002	16	0.00001	32	0.00002	36	0.00001	0	0.00000	0	0.00000	0	0.00000
Actinoalloteichus fjordicus	1612552	S	0	0.00000	377	0.00003	0	0.00000	416	0.00004	255	0.00005	541	0.00004	414	0.00003	402	0.00005	0	0.00000	0	0.00000	264	0.00002	0	0.00000	105	0.00004	0	0.00000	351	0.00005	384	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	360	0.00005	103	0.00004	0	0.00000	0	0.00000	309	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	693	0.00022	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Carnobacterium maltaromaticum	2751	S	41	0.00001	123	0.00001	93	0.00002	141	0.00001	129	0.00002	133	0.00001	173	0.00001	155	0.00002	16	0.00001	11	0.00001	92	0.00001	0	0.00000	34	0.00001	0	0.00000	117	0.00002	112	0.00001	0	0.00000	20	0.00001	32	0.00005	11	0.00001	16	0.00002	30	0.00002	369	0.00005	134	0.00005	35	0.00002	105	0.00001	187	0.00003	16	0.00001	105	0.00004	0	0.00000	33	0.00002	22	0.00001	107	0.00006	22	0.00000	0	0.00000	0	0.00000	0	0.00000
Microbacterium aurum	36805	S	3593	0.00104	89396	0.00684	6036	0.00151	46258	0.00394	15634	0.00292	62187	0.00480	60810	0.00491	134156	0.01643	1617	0.00149	300	0.00021	56932	0.00521	1730	0.00311	1439	0.00061	93	0.00031	11981	0.00183	8016	0.00046	564	0.00327	1469	0.00099	267	0.00038	4658	0.00288	1636	0.00217	3540	0.00246	13947	0.00183	3148	0.00112	4280	0.00201	5890	0.00074	13173	0.00234	2923	0.00142	1396	0.00049	6756	0.00403	716	0.00046	24983	0.00798	4819	0.00280	488	0.00010	50	0.00004	134	0.00045	16	0.00022
Pseudocnuella soli	2502779	S	773	0.00022	4584	0.00035	1197	0.00030	4667	0.00040	713	0.00013	2635	0.00020	4010	0.00032	1425	0.00017	500	0.00046	73	0.00005	574	0.00005	18	0.00003	265	0.00011	10	0.00003	3191	0.00049	818	0.00005	14	0.00008	95	0.00006	94	0.00014	59	0.00004	19	0.00003	57	0.00004	1996	0.00026	415	0.00015	227	0.00011	906	0.00011	775	0.00014	308	0.00015	310	0.00011	90	0.00005	178	0.00011	404	0.00013	118	0.00007	28	0.00001	0	0.00000	0	0.00000	0	0.00000
Actinomyces virus Av1	338473	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	27	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Entomomonas moraniae	2213226	S	0	0.00000	22	0.00000	27	0.00001	21	0.00000	0	0.00000	24	0.00000	26	0.00000	26	0.00000	0	0.00000	0	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00000	20	0.00000	0	0.00000	21	0.00001	0	0.00000	0	0.00000	0	0.00000	21	0.00001	18	0.00000	19	0.00001	0	0.00000	53	0.00001	13	0.00000	0	0.00000	22	0.00001	0	0.00000	23	0.00001	0	0.00000	14	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Psychrobacter sp. DAB_AL32B	1028414	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	15	0.00000	22	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	37	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Caloranaerobacter azorensis	116090	S	17	0.00000	54	0.00000	45	0.00001	45	0.00000	19	0.00000	45	0.00000	67	0.00001	133	0.00002	0	0.00000	0	0.00000	32	0.00000	0	0.00000	0	0.00000	0	0.00000	99	0.00002	32	0.00000	0	0.00000	31	0.00002	15	0.00002	0	0.00000	0	0.00000	49	0.00003	53	0.00001	20	0.00001	15	0.00001	75	0.00001	24	0.00000	0	0.00000	46	0.00002	0	0.00000	18	0.00001	21	0.00001	39	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Paraglaciecola sp. L3A3	2686358	S	21	0.00001	28	0.00000	41	0.00001	24	0.00000	14	0.00000	32	0.00000	33	0.00000	34	0.00000	0	0.00000	0	0.00000	41	0.00000	0	0.00000	0	0.00000	0	0.00000	54	0.00001	36	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	29	0.00000	21	0.00001	12	0.00001	21	0.00000	19	0.00000	0	0.00000	22	0.00001	12	0.00001	0	0.00000	10	0.00000	25	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactococcus phage P1048	2662295	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Xanthomonas hyacinthi	56455	S	75	0.00002	576	0.00004	225	0.00006	706	0.00006	159	0.00003	988	0.00008	491	0.00004	487	0.00006	59	0.00005	15	0.00001	1388	0.00013	24	0.00004	112	0.00005	19	0.00006	195	0.00003	520	0.00003	0	0.00000	0	0.00000	14	0.00002	50	0.00003	32	0.00004	34	0.00002	343	0.00005	91	0.00003	71	0.00003	154	0.00002	156	0.00003	33	0.00002	105	0.00004	44	0.00003	52	0.00003	119	0.00004	86	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Keratinibaculum paraultunense	1278232	S	17	0.00000	53	0.00000	52	0.00001	60	0.00001	30	0.00001	42	0.00000	80	0.00001	38	0.00000	0	0.00000	0	0.00000	34	0.00000	0	0.00000	24	0.00001	0	0.00000	135	0.00002	35	0.00000	0	0.00000	17	0.00001	13	0.00002	0	0.00000	20	0.00003	13	0.00001	72	0.00001	14	0.00000	12	0.00001	61	0.00001	22	0.00000	14	0.00001	39	0.00001	0	0.00000	20	0.00001	18	0.00001	16	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Christensenella minuta	626937	S	15	0.00000	81	0.00001	20	0.00001	56	0.00000	35	0.00001	60	0.00000	81	0.00001	52	0.00001	10	0.00001	0	0.00000	41	0.00000	0	0.00000	16	0.00001	0	0.00000	50	0.00001	51	0.00000	0	0.00000	11	0.00001	0	0.00000	0	0.00000	0	0.00000	15	0.00001	208	0.00003	28	0.00001	13	0.00001	20	0.00000	162	0.00003	0	0.00000	10	0.00000	0	0.00000	16	0.00001	15	0.00000	0	0.00000	2837	0.00059	242	0.00019	35	0.00012	0	0.00000
Dolichospermum compactum	136073	S	34	0.00001	250	0.00002	199	0.00005	307	0.00003	55	0.00001	144	0.00001	439	0.00004	91	0.00001	0	0.00000	0	0.00000	79	0.00001	0	0.00000	25	0.00001	0	0.00000	246	0.00004	125	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00002	254	0.00003	65	0.00002	92	0.00004	153	0.00002	131	0.00002	47	0.00002	65	0.00002	0	0.00000	64	0.00004	66	0.00002	46	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Psychrobacter urativorans	45610	S	52	0.00002	161	0.00001	71	0.00002	208	0.00002	37	0.00001	110	0.00001	228	0.00002	90	0.00001	15	0.00001	14	0.00001	176	0.00002	17	0.00003	14	0.00001	0	0.00000	251	0.00004	249	0.00001	0	0.00000	13	0.00001	0	0.00000	23	0.00001	0	0.00000	20	0.00001	309	0.00004	44	0.00002	41	0.00002	59	0.00001	35	0.00001	20	0.00001	44	0.00002	16	0.00001	18	0.00001	19	0.00001	35	0.00002	36	0.00001	0	0.00000	0	0.00000	0	0.00000
Streptomyces lunaelactis	1535768	S	170	0.00005	711	0.00005	167	0.00004	631	0.00005	234	0.00004	749	0.00006	620	0.00005	740	0.00009	52	0.00005	19	0.00001	675	0.00006	37	0.00007	116	0.00005	10	0.00003	399	0.00006	752	0.00004	0	0.00000	85	0.00006	32	0.00005	67	0.00004	39	0.00005	78	0.00005	399	0.00005	245	0.00009	98	0.00005	197	0.00002	325	0.00006	81	0.00004	92	0.00003	128	0.00008	86	0.00005	768	0.00025	107	0.00006	36	0.00001	0	0.00000	0	0.00000	0	0.00000
Pseudomonas syringae group genomosp. 3	251701	S	74	0.00002	182	0.00001	67	0.00002	157	0.00001	105	0.00002	233	0.00002	153	0.00001	249	0.00003	72	0.00007	0	0.00000	840	0.00008	0	0.00000	64	0.00003	0	0.00000	176	0.00003	166	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	332	0.00004	0	0.00000	0	0.00000	122	0.00002	97	0.00002	0	0.00000	38	0.00001	33	0.00002	0	0.00000	0	0.00000	125	0.00007	0	0.00000	0	0.00000	38	0.00013	0	0.00000
Halorientalis sp. IM1011	1932360	S	108	0.00003	162	0.00001	59	0.00001	108	0.00001	48	0.00001	186	0.00001	143	0.00001	202	0.00002	22	0.00002	0	0.00000	115	0.00001	19	0.00003	56	0.00002	26	0.00009	601	0.00009	175	0.00001	84	0.00049	10	0.00001	0	0.00000	88	0.00005	22	0.00003	21	0.00001	314	0.00004	38	0.00001	22	0.00001	61	0.00001	114	0.00002	17	0.00001	31	0.00001	51	0.00003	34	0.00002	47	0.00002	26	0.00002	15	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudomonas sp. R2A2	2213057	S	23	0.00001	221	0.00002	85	0.00002	237	0.00002	158	0.00003	177	0.00001	393	0.00003	116	0.00001	23	0.00002	104	0.00007	728	0.00007	0	0.00000	42	0.00002	0	0.00000	504	0.00008	97	0.00001	0	0.00000	0	0.00000	0	0.00000	70	0.00004	0	0.00000	0	0.00000	225	0.00003	43	0.00002	62	0.00003	106	0.00001	71	0.00001	38	0.00002	73	0.00003	92	0.00005	50	0.00003	49	0.00002	29	0.00002	113	0.00002	16	0.00001	36	0.00012	0	0.00000
Owenweeksia hongkongensis	253245	S	14	0.00000	87	0.00001	10	0.00000	37	0.00000	26	0.00000	24	0.00000	47	0.00000	32	0.00000	0	0.00000	0	0.00000	22	0.00000	0	0.00000	0	0.00000	0	0.00000	45	0.00001	37	0.00000	0	0.00000	25	0.00002	0	0.00000	0	0.00000	0	0.00000	12	0.00001	38	0.00000	15	0.00001	0	0.00000	25	0.00000	19	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	18	0.00001	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000
Cylindrospermum stagnale	142864	S	231	0.00007	840	0.00006	615	0.00015	1032	0.00009	247	0.00005	498	0.00004	1416	0.00011	352	0.00004	78	0.00007	30	0.00002	310	0.00003	0	0.00000	90	0.00004	17	0.00006	1044	0.00016	409	0.00002	0	0.00000	95	0.00006	23	0.00003	97	0.00006	16	0.00002	47	0.00003	788	0.00010	336	0.00012	341	0.00016	904	0.00011	359	0.00006	181	0.00009	241	0.00008	44	0.00003	173	0.00011	223	0.00007	128	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Comamonas thiooxydans	363952	S	378	0.00011	1260	0.00010	682	0.00017	986	0.00008	1471	0.00027	5952	0.00046	908	0.00007	1091	0.00013	70	0.00006	36	0.00003	746	0.00007	61	0.00011	374	0.00016	44	0.00015	677	0.00010	1083	0.00006	53	0.00031	61	0.00004	171	0.00025	249	0.00015	0	0.00000	77	0.00005	1475	0.00019	291	0.00010	175	0.00008	379	0.00005	804	0.00014	624	0.00030	985	0.00035	94	0.00006	151	0.00010	451	0.00014	82	0.00005	32	0.00001	23	0.00002	32	0.00011	15	0.00021
Gordonia virus Trine	2734284	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cellvibrio sp. PSBB023	1945512	S	39	0.00001	317	0.00002	264	0.00007	148	0.00001	343	0.00006	399	0.00003	1748	0.00014	493	0.00006	0	0.00000	0	0.00000	411	0.00004	0	0.00000	33	0.00001	0	0.00000	125	0.00002	139	0.00001	0	0.00000	0	0.00000	12	0.00002	126	0.00008	43	0.00006	13	0.00001	316	0.00004	67	0.00002	16	0.00001	333	0.00004	283	0.00005	66	0.00003	104	0.00004	118	0.00007	49	0.00003	267	0.00009	13	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Arcobacter defluvii	873191	S	138	0.00004	86	0.00001	46	0.00001	103	0.00001	58	0.00001	87	0.00001	114	0.00001	66	0.00001	24	0.00002	0	0.00000	29	0.00000	0	0.00000	95	0.00004	0	0.00000	206	0.00003	118	0.00001	0	0.00000	17	0.00001	39	0.00006	26	0.00002	0	0.00000	41	0.00003	86	0.00001	62	0.00002	18	0.00001	159	0.00002	49	0.00001	20	0.00001	37	0.00001	12	0.00001	70	0.00004	22	0.00001	69	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingopyxis granuli	267128	S	620	0.00018	2680	0.00021	1090	0.00027	2147	0.00018	1155	0.00022	5212	0.00040	2395	0.00019	1636	0.00020	210	0.00019	47	0.00003	7730	0.00071	163	0.00029	684	0.00029	0	0.00000	1847	0.00028	3336	0.00019	0	0.00000	206	0.00014	120	0.00017	165	0.00010	158	0.00021	133	0.00009	1507	0.00020	423	0.00015	619	0.00029	700	0.00009	1373	0.00024	264	0.00013	568	0.00020	261	0.00016	263	0.00017	307	0.00010	176	0.00010	163	0.00003	0	0.00000	20	0.00007	0	0.00000
Candidatus Koribacter versatilis	658062	S	38	0.00001	185	0.00001	55	0.00001	131	0.00001	65	0.00001	156	0.00001	149	0.00001	205	0.00003	14	0.00001	0	0.00000	101	0.00001	0	0.00000	25	0.00001	0	0.00000	155	0.00002	79	0.00000	0	0.00000	0	0.00000	16	0.00002	29	0.00002	12	0.00002	0	0.00000	126	0.00002	20	0.00001	32	0.00002	115	0.00001	74	0.00001	25	0.00001	22	0.00001	20	0.00001	28	0.00002	49	0.00002	13	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cellulomonas taurus	2729175	S	379	0.00011	1577	0.00012	294	0.00007	1074	0.00009	490	0.00009	1101	0.00009	1377	0.00011	951	0.00012	82	0.00008	44	0.00003	1191	0.00011	43	0.00008	284	0.00012	12	0.00004	690	0.00011	1796	0.00010	0	0.00000	64	0.00004	15	0.00002	129	0.00008	90	0.00012	97	0.00007	859	0.00011	352	0.00013	263	0.00012	445	0.00006	780	0.00014	153	0.00007	103	0.00004	168	0.00010	118	0.00008	930	0.00030	117	0.00007	50	0.00001	0	0.00000	26	0.00009	0	0.00000
Dechloromonas sp. TW-R-39-2	2654218	S	29	0.00001	227	0.00002	43	0.00001	145	0.00001	81	0.00002	163	0.00001	158	0.00001	165	0.00002	14	0.00001	0	0.00000	218	0.00002	0	0.00000	31	0.00001	12	0.00004	122	0.00002	128	0.00001	0	0.00000	18	0.00001	0	0.00000	10	0.00001	0	0.00000	12	0.00001	91	0.00001	13	0.00000	24	0.00001	55	0.00001	62	0.00001	17	0.00001	23	0.00001	13	0.00001	35	0.00002	38	0.00001	20	0.00001	49	0.00001	0	0.00000	0	0.00000	0	0.00000
Saliniradius amylolyticus	2183582	S	0	0.00000	27	0.00000	0	0.00000	21	0.00000	29	0.00001	20	0.00000	50	0.00000	17	0.00000	0	0.00000	0	0.00000	84	0.00001	0	0.00000	14	0.00001	0	0.00000	29	0.00000	30	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00001	0	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	19	0.00000	16	0.00000	10	0.00000	0	0.00000	13	0.00001	11	0.00001	17	0.00001	0	0.00000	99	0.00002	0	0.00000	0	0.00000	0	0.00000
Alicyclobacillus sp. SO9	2665646	S	0	0.00000	32	0.00000	11	0.00000	26	0.00000	14	0.00000	15	0.00000	37	0.00000	22	0.00000	0	0.00000	0	0.00000	53	0.00000	0	0.00000	19	0.00001	22	0.00007	45	0.00001	20	0.00000	0	0.00000	12	0.00001	0	0.00000	0	0.00000	20	0.00003	0	0.00000	13	0.00000	11	0.00000	11	0.00001	0	0.00000	28	0.00000	0	0.00000	21	0.00001	11	0.00001	17	0.00001	22	0.00001	15	0.00001	13	0.00000	0	0.00000	0	0.00000	0	0.00000
Aerosticca soli	2010829	S	199	0.00006	925	0.00007	190	0.00005	991	0.00008	224	0.00004	989	0.00008	693	0.00006	625	0.00008	89	0.00008	37	0.00003	1487	0.00014	64	0.00012	156	0.00007	0	0.00000	396	0.00006	691	0.00004	0	0.00000	50	0.00003	46	0.00007	66	0.00004	63	0.00008	106	0.00007	466	0.00006	215	0.00008	266	0.00012	330	0.00004	318	0.00006	72	0.00004	104	0.00004	105	0.00006	128	0.00008	164	0.00005	113	0.00007	12	0.00000	0	0.00000	15	0.00005	0	0.00000
Haloferax volcanii	2246	S	40	0.00001	104	0.00001	61	0.00002	95	0.00001	0	0.00000	124	0.00001	94	0.00001	106	0.00001	0	0.00000	0	0.00000	80	0.00001	0	0.00000	0	0.00000	0	0.00000	366	0.00006	114	0.00001	47	0.00027	16	0.00001	0	0.00000	69	0.00004	0	0.00000	0	0.00000	171	0.00002	31	0.00001	45	0.00002	39	0.00000	94	0.00002	0	0.00000	41	0.00001	38	0.00002	20	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Jannaschia sp. CCS1	290400	S	101	0.00003	544	0.00004	279	0.00007	674	0.00006	91	0.00002	1350	0.00010	648	0.00005	312	0.00004	36	0.00003	32	0.00002	725	0.00007	21	0.00004	205	0.00009	0	0.00000	321	0.00005	944	0.00005	0	0.00000	80	0.00005	21	0.00003	81	0.00005	14	0.00002	47	0.00003	271	0.00004	105	0.00004	57	0.00003	366	0.00005	252	0.00004	36	0.00002	146	0.00005	194	0.00012	76	0.00005	104	0.00003	47	0.00003	47	0.00001	0	0.00000	0	0.00000	0	0.00000
Serinicoccus profundi	1078471	S	5913	0.00172	33257	0.00255	2267	0.00057	7381	0.00063	6927	0.00129	8736	0.00067	17556	0.00142	5365	0.00066	1290	0.00119	562	0.00040	10238	0.00094	418	0.00075	12168	0.00518	135	0.00045	7158	0.00110	22687	0.00131	431	0.00250	423	0.00028	286	0.00041	544	0.00034	414	0.00055	145	0.00010	11188	0.00147	5828	0.00208	721	0.00034	2478	0.00031	6867	0.00122	1768	0.00086	755	0.00027	3824	0.00228	597	0.00038	2032	0.00065	437	0.00025	305	0.00006	0	0.00000	713	0.00239	13	0.00018
Pseudorhizobium banfieldiae	1125847	S	70	0.00002	501	0.00004	219	0.00005	702	0.00006	129	0.00002	863	0.00007	394	0.00003	476	0.00006	55	0.00005	31	0.00002	835	0.00008	0	0.00000	241	0.00010	60	0.00020	259	0.00004	782	0.00005	0	0.00000	41	0.00003	0	0.00000	68	0.00004	0	0.00000	0	0.00000	209	0.00003	166	0.00006	101	0.00005	269	0.00003	161	0.00003	45	0.00002	134	0.00005	111	0.00007	91	0.00006	145	0.00005	105	0.00006	18	0.00000	0	0.00000	24	0.00008	0	0.00000
Citrobacter sp. CRE-46	1703250	S	0	0.00000	93	0.00001	0	0.00000	0	0.00000	100	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	103	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	198	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	50	0.00001	0	0.00000	65	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Vibrio aphrogenes	1891186	S	14	0.00000	21	0.00000	10	0.00000	27	0.00000	0	0.00000	30	0.00000	102	0.00001	16	0.00000	11	0.00001	0	0.00000	53	0.00000	0	0.00000	103	0.00004	15	0.00005	68	0.00001	30	0.00000	0	0.00000	16	0.00001	0	0.00000	0	0.00000	94	0.00012	0	0.00000	72	0.00001	30	0.00001	0	0.00000	18	0.00000	82	0.00001	0	0.00000	52	0.00002	0	0.00000	14	0.00001	28	0.00001	24	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Campylobacter infans	2561898	S	0	0.00000	0	0.00000	24	0.00001	12	0.00000	0	0.00000	0	0.00000	21	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
